2	522	1	1987
14	136	1	1984
31	254	1	1982
54	733	1	1988
59	236	1	1988
60	231	2	1984	1988
67	827	2	1982	1987
69	271	1	1982
72	17	1	1987
89	39	1	1984
131	90	1	1987
132	187	1	1982
142	23	1	1984
145	64	1	1984
158	258	1	1984
167	516	1	1982
177	53	1	1984
178	55	1	1988
187	25	1	1984
202	306	1	1982
226	42	1	1987
247	233	1	1987
259	28	1	1988
272	63	1	1984
279	332	1	1988
286	88	1	1984
293	151	2	1982	1987
298	69	1	1982
299	113	1	1987
335	232	1	1982
349	48	1	1982
374	249	1	1987
384	205	1	1982
418	223	1	1988
435	71	1	1987
437	26	1	1987
456	54	1	1982
502	98	1	1982
529	709	1	1982
556	69	1	1987
558	64	1	1982
559	87	1	1984
576	117	1	1988
597	193	1	1982
618	1	1	1987
663	44	1	1988
710	84	1	1984
715	250	1	1982
730	17	1	1984
747	93	1	1987
751	166	1	1987
770	58	1	1984
859	26	1	1984
872	70	1	1987
916	45	1	1988
929	11	1	1982
978	41	1	1988
1012	71	1	1984
1052	117	1	1988
1126	17	1	1984
1128	48	1	1988
1144	8	1	1984
1171	22	1	1988
1181	13	1	1982
1195	153	1	1984
1252	88	1	1987
1256	59	1	1988
1293	32	1	1984
1296	12	1	1987
1327	34	1	1987
1360	64	1	1988
1376	162	1	1984
1408	8	1	1982
1466	19	1	1987
1520	35	1	1988
1529	33	1	1982
1571	110	1	1988
1579	53	1	1984
1638	37	1	1987
1740	30	1	1988
1817	59	1	1982
1831	89	1	1984
1884	164	2	1982	1984
1916	75	1	1982
1981	1	1	1982
1986	2	1	1987
2059	270	2	1984	1988
2134	20	1	1982
2163	51	1	1984
2221	3	1	1984
2433	15	1	1984
2498	12	1	1982
2581	5	1	1984
2590	5	1	1988
2601	12	1	1984
2651	23	1	1982
2687	4	1	1987
2730	9	1	1984
2808	27	1	1984
2815	27	1	1988
2906	31	1	1982
3061	3	1	1984
3352	5	1	1988
3646	4	1	1987
4429	10	1	1984
4553	8	1	1984
4762	2	1	1987
4864	1	1	1987
6165	1	1	1982
