2	522	2	2082	2083
8	114	2	2083	2089
9	460	1	2085
12	126	1	2085
18	318	1	2085
31	254	1	2085
37	139	2	2082	2087
39	6	1	2083
48	257	1	2085
50	385	2	2085	2087
54	733	2	2083	2089
60	231	1	2088
61	98	1	2089
65	159	1	2085
67	827	2	2085	2087
71	218	1	2085
73	344	2	2085	2089
75	182	1	2081
94	240	1	2087
108	55	1	2088
118	60	1	2087
133	113	1	2088
141	95	1	2088
145	64	1	2088
147	56	1	2087
158	258	1	2088
162	75	3	2083	2083	2089
167	516	1	2085
176	640	1	2083
177	53	1	2088
178	55	1	2088
183	160	1	2087
187	25	1	2088
202	306	2	2082	2087
225	185	3	2083	2083	2085
229	118	1	2085
246	21	1	2088
247	233	1	2087
252	193	1	2088
272	63	1	2088
285	237	1	2087
302	22	1	2085
311	42	1	2083
318	211	1	2087
321	104	1	2083
328	122	1	2083
345	54	1	2088
374	249	1	2085
383	13	1	2085
409	36	1	2083
420	126	1	2089
421	42	1	2082
426	110	1	2088
468	70	1	2087
472	21	1	2089
475	194	1	2087
492	134	1	2085
502	98	1	2085
515	94	1	2088
559	87	1	2088
561	130	1	2089
579	24	1	2087
584	69	1	2088
592	32	1	2087
596	61	1	2085
613	9	1	2087
619	31	1	2083
645	227	1	2085
690	96	1	2085
695	143	2	2085	2087
697	100	1	2087
714	205	2	2085	2089
770	58	1	2088
771	101	1	2082
779	58	1	2085
814	171	1	2082
823	115	2	2085	2089
842	137	2	2083	2083
844	317	1	2087
850	279	1	2087
855	51	2	2083	2089
867	120	1	2085
872	70	1	2087
884	150	1	2085
905	125	1	2087
948	190	1	2089
956	60	1	2085
983	184	1	2085
992	68	1	2088
1000	66	1	2085
1012	71	1	2088
1022	48	1	2085
1032	33	1	2083
1034	28	1	2083
1046	14	1	2087
1052	117	1	2083
1096	95	1	2083
1098	12	1	2088
1149	42	1	2085
1158	20	1	2085
1168	37	1	2087
1176	64	1	2087
1195	153	1	2088
1216	108	1	2089
1224	81	1	2087
1232	48	1	2083
1243	44	1	2085
1284	46	1	2083
1337	58	1	2089
1368	147	1	2089
1376	162	1	2088
1377	13	1	2083
1420	51	1	2083
1519	120	1	2085
1543	9	1	2087
1573	59	1	2089
1575	53	1	2083
1578	24	1	2085
1579	53	1	2088
1582	74	1	2087
1638	37	1	2085
1715	9	1	2085
1724	6	1	2089
1754	77	1	2088
1784	28	1	2088
1788	12	1	2083
1808	47	1	2085
1817	59	1	2087
1831	89	1	2088
1916	75	1	2085
2025	16	1	2083
2045	21	1	2088
2059	270	1	2088
2108	52	1	2085
2120	24	1	2088
2136	12	1	2089
2206	22	1	2083
2212	68	1	2088
2218	5	1	2085
2230	13	1	2082
2242	27	1	2083
2244	18	1	2085
2259	10	1	2083
2273	5	1	2089
2288	20	1	2083
2314	24	1	2082
2381	49	1	2083
2419	12	1	2085
2420	9	1	2083
2479	50	1	2083
2484	8	1	2088
2516	4	1	2082
2530	13	1	2082
2579	9	1	2088
2601	12	1	2088
2683	11	1	2088
2688	29	1	2085
2749	26	1	2082
2912	1	1	2088
2955	19	1	2087
3037	11	1	2088
3055	11	1	2088
3132	12	1	2088
3148	3	1	2083
3894	6	1	2089
3937	5	1	2088
3992	6	1	2083
4153	4	1	2088
4523	2	1	2082
4553	8	1	2088
4924	1	1	2087
4951	2	1	2088
5840	1	1	2083
