5	41	1	1512
14	136	1	1510
20	70	1	1518
31	254	1	1514
48	257	1	1514
54	733	5	1510	1512	1514	1514	1518
60	231	2	1512	1518
67	827	2	1513	1514
69	271	1	1514
73	344	1	1514
77	63	1	1512
87	54	1	1512
141	95	1	1512
145	64	1	1512
158	258	1	1518
176	640	1	1514
180	221	1	1512
181	147	1	1513
202	306	1	1514
204	244	1	1514
213	56	1	1512
228	2	1	1512
247	233	2	1513	1514
258	112	1	1512
279	332	1	1512
281	15	1	1510
303	42	1	1512
311	42	1	1518
335	232	1	1514
345	54	1	1514
349	48	1	1512
416	106	1	1513
418	223	2	1510	1512
420	126	1	1512
426	110	1	1518
432	56	1	1514
471	59	1	1514
496	30	1	1514
529	709	2	1512	1514
537	231	1	1514
544	101	1	1514
559	87	1	1518
567	59	1	1514
580	36	1	1514
594	125	1	1514
595	120	1	1513
597	193	1	1514
654	17	1	1518
656	103	1	1514
658	64	1	1514
670	126	1	1512
695	143	1	1514
704	88	1	1512
707	212	1	1513
721	216	1	1514
764	51	1	1512
799	5	1	1514
801	104	1	1512
824	85	1	1514
827	19	1	1514
836	27	1	1513
840	79	1	1512
850	279	2	1512	1514
872	70	1	1514
905	125	1	1514
916	45	1	1510
921	113	1	1512
947	56	1	1514
975	82	1	1514
986	108	1	1514
1002	106	1	1512
1016	26	1	1513
1036	59	1	1512
1045	186	1	1514
1047	144	1	1512
1052	117	1	1510
1081	7	1	1510
1082	34	1	1510
1100	8	1	1512
1109	4	1	1512
1116	26	1	1514
1126	17	1	1510
1128	48	1	1518
1130	157	1	1512
1189	121	1	1514
1195	153	1	1514
1232	48	1	1514
1256	59	1	1510
1261	54	1	1512
1264	22	1	1513
1321	63	1	1514
1336	48	1	1512
1341	21	1	1512
1376	162	1	1510
1414	282	1	1514
1424	57	1	1512
1445	25	1	1512
1464	27	1	1512
1468	38	1	1518
1540	32	1	1512
1572	57	1	1510
1579	53	1	1518
1686	18	1	1514
1711	25	1	1512
1717	23	1	1512
1725	4	1	1514
1829	10	1	1510
1882	4	1	1512
1961	9	1	1510
1997	8	1	1512
2015	51	1	1513
2059	270	1	1512
2108	52	1	1512
2160	82	1	1512
2179	20	1	1518
2284	8	1	1513
2484	8	1	1518
2563	30	1	1514
2678	4	1	1512
2713	11	1	1514
2728	3	1	1512
2765	5	1	1514
2905	30	1	1514
3063	4	1	1513
3076	1	1	1514
3077	5	1	1512
3081	3	1	1514
3098	5	1	1513
3192	12	1	1514
3262	9	1	1514
3458	7	1	1512
3601	9	1	1512
3676	2	1	1512
3769	19	1	1513
4024	20	1	1518
4137	1	1	1514
4325	1	1	1513
4409	1	1	1512
4957	1	1	1514
5181	10	1	1512
5700	1	1	1514
5941	1	1	1512
