20	70	1	2426
50	385	1	2423
54	733	1	2426
67	827	1	2423
73	344	1	2423
77	63	1	2423
132	187	1	2423
137	73	1	2423
141	95	1	2426
149	63	1	2423
158	258	1	2426
229	118	1	2423
273	12	1	2426
291	260	1	2423
335	232	1	2423
345	54	1	2426
374	249	1	2423
402	165	1	2423
426	110	1	2426
534	102	1	2423
559	87	1	2426
596	61	1	2423
597	193	1	2423
645	227	1	2423
710	84	1	2426
734	50	1	2423
747	93	1	2423
766	132	1	2423
769	124	1	2423
770	58	1	2423
823	115	1	2423
867	120	1	2423
884	150	1	2423
899	65	1	2423
920	47	1	2423
921	113	1	2426
1195	153	1	2426
1198	42	1	2423
1223	27	1	2423
1309	5	1	2423
1376	162	1	2426
1452	25	1	2423
1468	38	1	2426
1504	41	1	2423
1519	120	1	2423
1579	53	1	2426
1695	47	1	2423
1812	39	1	2426
1831	89	1	2426
2045	21	1	2426
2046	105	1	2426
2063	31	1	2423
2160	82	1	2423
2163	51	1	2426
2231	62	1	2423
2287	13	1	2421
2450	6	1	2423
2825	10	1	2426
3490	8	1	2426
