3	402	1	1266
9	460	1	1267
12	126	1	1267
16	286	1	1266
18	318	1	1267
23	134	1	1267
40	133	1	1266
48	257	1	1266
50	385	1	1266
54	733	1	1267
55	104	1	1267
67	827	2	1266	1267
69	271	1	1267
75	182	1	1266
82	4	1	1266
122	100	1	1267
167	516	1	1267
169	194	1	1267
171	137	1	1266
174	118	1	1266
183	160	1	1267
202	306	1	1267
204	244	1	1267
205	241	1	1267
230	248	1	1266
231	25	1	1266
239	10	1	1266
252	193	1	1266
256	137	1	1266
260	98	1	1267
276	69	1	1267
279	332	1	1267
335	232	1	1267
353	61	1	1267
372	183	1	1266
424	83	1	1267
460	155	1	1267
475	194	2	1266	1267
492	134	1	1267
510	111	1	1266
512	202	1	1266
519	77	1	1266
529	709	1	1267
537	231	2	1266	1267
539	55	1	1267
544	101	1	1267
567	59	1	1267
595	120	1	1266
612	55	1	1267
686	9	1	1266
701	107	1	1267
718	187	1	1267
749	62	1	1266
766	132	1	1267
777	114	1	1266
779	58	1	1267
798	40	1	1267
814	171	1	1267
831	34	1	1267
836	27	1	1266
842	137	1	1267
844	317	1	1267
861	115	1	1267
900	67	1	1267
926	33	1	1267
977	5	1	1267
1045	186	1	1267
1136	55	1	1267
1156	82	1	1267
1233	59	1	1267
1252	88	1	1267
1259	1	1	1260
1264	22	1	1266
1265	9	1	1266
1274	63	1	1267
1355	16	1	1266
1410	41	1	1267
1414	282	1	1267
1533	10	1	1267
1561	45	1	1266
1580	58	1	1266
1615	7	1	1267
1672	5	1	1267
1728	97	1	1267
1885	22	1	1266
1965	17	1	1266
1993	45	1	1267
2075	48	1	1266
2135	17	1	1260
2165	10	1	1266
2213	7	1	1267
2254	18	1	1266
2255	37	1	1266
2318	17	1	1266
2326	33	1	1267
2563	30	1	1267
2720	19	1	1266
2788	24	1	1266
2967	7	1	1267
2993	15	1	1267
3045	6	1	1267
3047	3	1	1267
3065	12	1	1266
3128	22	1	1267
3155	20	1	1267
3406	7	1	1267
3442	10	1	1266
3599	5	1	1267
3711	4	1	1267
3751	14	1	1267
4587	2	1	1267
4640	8	1	1267
5699	1	1	1266
