3	402	1	2904
103	237	1	2902
108	55	1	2904
167	516	1	2902
174	118	1	2904
183	160	1	2902
189	121	1	2904
193	215	1	2902
196	93	1	2902
202	306	1	2902
204	244	1	2902
240	128	1	2902
388	35	1	2902
455	29	1	2902
522	291	1	2902
529	709	1	2902
594	125	1	2902
683	7	1	2905
697	100	1	2902
707	212	1	2902
844	317	1	2902
899	65	1	2902
1001	73	1	2902
1038	15	1	2902
1069	138	1	2902
1168	37	1	2902
1207	66	1	2904
1224	81	1	2902
1254	10	1	2902
1414	282	1	2902
1429	34	1	2902
1527	51	1	2902
1629	73	1	2902
1846	48	1	2904
1874	24	1	2902
2001	6	1	2902
2041	6	1	2902
2075	48	1	2902
2097	35	1	2904
2230	13	1	2905
2568	43	1	2902
3257	5	1	2902
3446	6	1	2902
4198	1	1	2902
4356	8	1	2902
